productId,productName,rating,price,discount,positiveReviews,negativeReviews,totalReviews,releaseDate,category,sales,seller
289,Garmin Instinct Solar Outdoor GPS Watch fc,4,35,17,12,80,92,2023-06-24T05:33:09.615Z,Daily life,"{'month1': 84, 'month2': 5, 'month3': 47, 'totalSales': 136}",Flipkart
290,Nintendo Switch Pro Controller fc,0,9,41,49,33,82,2023-06-24T05:33:09.615Z,Daily life,"{'month1': 69, 'month2': 51, 'month3': 13, 'totalSales': 133}",Flipkart
291,Fitbit Flex 2 fc,2,84,29,90,82,172,2023-06-24T05:33:09.615Z,Electronic,"{'month1': 94, 'month2': 57, 'month3': 34, 'totalSales': 185}",Flipkart
292,Apple iPad Pro fc,0,36,46,38,90,128,2023-06-24T05:33:09.615Z,Toys,"{'month1': 9, 'month2': 48, 'month3': 23, 'totalSales': 80}",Flipkart
293,Samsung QN90A 75-Inch Neo QLED 4K Smart TV fc,5,57,25,79,8,87,2023-06-24T05:33:09.615Z,Sports,"{'month1': 80, 'month2': 100, 'month3': 79, 'totalSales': 259}",Flipkart
294,Breville Joule Sous Vide fc,3,97,43,86,92,178,2023-06-24T05:33:09.615Z,Sports,"{'month1': 29, 'month2': 10, 'month3': 60, 'totalSales': 99}",Flipkart
295,Sony WH-1000XM3 Wireless Noise-Canceling Headphones fc,5,60,19,51,49,100,2023-06-24T05:33:09.615Z,Daily life,"{'month1': 4, 'month2': 11, 'month3': 48, 'totalSales': 63}",Flipkart
296,LG Gram 17-Inch Laptop fc,2,76,16,64,60,124,2023-06-24T05:33:09.615Z,Electronic,"{'month1': 99, 'month2': 8, 'month3': 4, 'totalSales': 111}",Flipkart
297,Google Pixel 5 fc,3,71,33,25,32,57,2023-06-24T05:33:09.615Z,Beauty,"{'month1': 64, 'month2': 83, 'month3': 98, 'totalSales': 245}",Flipkart
298,Ring Stick Up Cam Battery fc,4,37,50,49,22,71,2023-06-24T05:33:09.615Z,Books,"{'month1': 74, 'month2': 15, 'month3': 28, 'totalSales': 117}",Flipkart
299,KitchenAid Artisan Series Stand Mixer fc,4,97,19,42,86,128,2023-06-24T05:33:09.615Z,Electronic,"{'month1': 32, 'month2': 85, 'month3': 29, 'totalSales': 146}",Flipkart
300,DJI Osmo Pocket Handheld Camera fc,4,1,22,59,52,111,2023-06-24T05:33:09.615Z,Daily life,"{'month1': 92, 'month2': 75, 'month3': 47, 'totalSales': 214}",Flipkart
